filename, Cyst, Normal, Stone, Tumor
Stone-503-_jpg.rf.ab25f18c9a9780191254810fcc9f5fcf.jpg, 0, 0, 1, 0
Cyst-3130-_jpg.rf.ab35e75271c1b7cf2baf01d5b115e854.jpg, 1, 0, 0, 0
Normal-3780-_jpg.rf.ab2b80b056b90778948b4fdd36b46ae4.jpg, 0, 1, 0, 0
Normal-4198-_jpg.rf.ab2b56b073b6794068275be215cbd02b.jpg, 0, 1, 0, 0
Cyst-808-_jpg.rf.ab285514e30212b218ee5f1692a1fc3e.jpg, 1, 0, 0, 0
Tumor-428-_jpg.rf.ab380bef2c81c806ce83a9c5aae7c345.jpg, 0, 0, 0, 1
Cyst-1386-_jpg.rf.ab3700feb77b5a1661a93e0d59c14be8.jpg, 1, 0, 0, 0
Normal-2952-_jpg.rf.ab35fa2439916bf9c03cc52294a66892.jpg, 0, 1, 0, 0
Cyst-3611-_jpg.rf.ab3c910201b919bf72d4325df0485b3d.jpg, 1, 0, 0, 0
Stone-615-_jpg.rf.ab3d3e3f8de5127d94a926ba81edd736.jpg, 0, 0, 1, 0
Cyst-967-_jpg.rf.ab40ed71c14bbc96785b5c8eb3ff881c.jpg, 1, 0, 0, 0
Stone-1104-_jpg.rf.ab3f0378234f44e9b78e6065bcce031d.jpg, 0, 0, 1, 0
Normal-644-_jpg.rf.ab444e06a650f97be4146e23db13eb49.jpg, 0, 1, 0, 0
Tumor-1456-_jpg.rf.ab457243a7dd49424e8e06dc6f33b894.jpg, 0, 0, 0, 1
Cyst-3377-_jpg.rf.ab5480e6ab7647512bd08582c6eb0366.jpg, 1, 0, 0, 0
Normal-5067-_jpg.rf.ab493aa2880356565339ae6f47069eaa.jpg, 0, 1, 0, 0
Normal-3326-_jpg.rf.ab5bf35a593a31b53f466af103014146.jpg, 0, 1, 0, 0
Normal-1150-_jpg.rf.ab5f5ed5cfb2fe9507e8740237669dbc.jpg, 0, 1, 0, 0
Cyst-2186-_jpg.rf.ab5c2a9609ed491672b10a457abb4c99.jpg, 1, 0, 0, 0
Tumor-2112-_jpg.rf.ab5d9fe59dae62bdc3e3e36fb38ba8a4.jpg, 0, 0, 0, 1
Cyst-3160-_jpg.rf.ab6bcb77e0eab5563ab2061382d20e09.jpg, 1, 0, 0, 0
Tumor-1649-_jpg.rf.ab6181a833e15412b29697bdabb59951.jpg, 0, 0, 0, 1
Cyst-3184-_jpg.rf.ab6d89c68765157e62f0aa8f03cf07f6.jpg, 1, 0, 0, 0
Cyst-1960-_jpg.rf.ab7752fe65abd60fe7437b33520bc30d.jpg, 1, 0, 0, 0
Normal-2064-_jpg.rf.ab8272401edd4b17bb6fe770b07bcb7b.jpg, 0, 1, 0, 0
Normal-2008-_jpg.rf.ab85f299d9544bfecc2ff40a935c7b92.jpg, 0, 1, 0, 0
Normal-872-_jpg.rf.ab861c20c9651487f16efef15d65e634.jpg, 0, 1, 0, 0
Tumor-1521-_jpg.rf.ab7bd266b60f2330e100fc0ebeef55b0.jpg, 0, 0, 0, 1
Normal-37-_jpg.rf.ab8a73e45957ba6120b65d8d7165a6dc.jpg, 0, 1, 0, 0
Tumor-55-_jpg.rf.ab8ee8f4baf6b120c19b3acec19ea55a.jpg, 0, 0, 0, 1
Stone-690-_jpg.rf.ab91c13de8171f944d9525455c5abf0a.jpg, 0, 0, 1, 0
Normal-2867-_jpg.rf.ab8d1d757b945f5976e97deb469810a1.jpg, 0, 1, 0, 0
Tumor-1325-_jpg.rf.ab9168ebe41f35313e7fccbea80956e3.jpg, 0, 0, 0, 1
Normal-772-_jpg.rf.ab89f966c60b5941ecd692ef0d981c5c.jpg, 0, 1, 0, 0
Normal-1616-_jpg.rf.ab96f314257af69764f9aae1b725222e.jpg, 0, 1, 0, 0
Cyst-1244-_jpg.rf.ab997767d26a08b35a26c837b65fff9a.jpg, 1, 0, 0, 0
Cyst-3389-_jpg.rf.ab9b91ce8d515c1e77bc4a1338e51773.jpg, 1, 0, 0, 0
Normal-1471-_jpg.rf.ab9c4e7cd640a9a4f4301135742e624d.jpg, 0, 1, 0, 0
Normal-5026-_jpg.rf.ab9f4b88f5b332b92ef806ec9814f7e6.jpg, 0, 1, 0, 0
Tumor-968-_jpg.rf.ab9e99e6ff06a0c0d95dc70e13d61139.jpg, 0, 0, 0, 1
Cyst-1926-_jpg.rf.abac45d4c7e54ad1bc249b39a2f0ecd5.jpg, 1, 0, 0, 0
Normal-4480-_jpg.rf.aba748857bf4958defaee7a8cda04d36.jpg, 0, 1, 0, 0
Tumor-525-_jpg.rf.abae7a22d570e097278b37957076d92c.jpg, 0, 0, 0, 1
Tumor-406-_jpg.rf.abb14eaa2e0fb7e98e2f37252622317c.jpg, 0, 0, 0, 1
Cyst-1767-_jpg.rf.abb2d5bf80dd1587e8b22ccc084498b1.jpg, 1, 0, 0, 0
Cyst-2190-_jpg.rf.abb9758a4d47a54053da2e5d3e71ccd5.jpg, 1, 0, 0, 0
Cyst-3366-_jpg.rf.abbf930a8ea6d6123df03c87a072ad5b.jpg, 1, 0, 0, 0
Normal-383-_jpg.rf.abbef232db2a12358ee20ba41d4fca83.jpg, 0, 1, 0, 0
Cyst-727-_jpg.rf.abc1dbd79ba9647ec76aecda65e705b5.jpg, 1, 0, 0, 0
Cyst-2938-_jpg.rf.abc816b244dca709e97b69a44f2d4e01.jpg, 1, 0, 0, 0
Cyst-190-_jpg.rf.abc760e2e386b8293d4bc587b2d9945e.jpg, 1, 0, 0, 0
Normal-2403-_jpg.rf.abc84464f0fa1582f45bbbfc27e9dcfa.jpg, 0, 1, 0, 0
Tumor-771-_jpg.rf.abc2a8b4cacf30fcaa779de80d87609f.jpg, 0, 0, 0, 1
Normal-3296-_jpg.rf.abd0f3a51e03dfdf58ce068c89668b96.jpg, 0, 1, 0, 0
Tumor-1763-_jpg.rf.abca63e13739782e5c08efc533659269.jpg, 0, 0, 0, 1
Cyst-3484-_jpg.rf.abd76b47d6f2bd6770bc7eb037fb1186.jpg, 1, 0, 0, 0
Stone-1065-_jpg.rf.abde7c628d2a531813acf404f79fdf83.jpg, 0, 0, 1, 0
Stone-901-_jpg.rf.abe09defca7d82d1bfdc70a845feca39.jpg, 0, 0, 1, 0
Tumor-1660-_jpg.rf.abf82a7aa3a541b7225e4c7b9ba91729.jpg, 0, 0, 0, 1
Cyst-2978-_jpg.rf.abd90f262b7a93b44f80ce6c3ea047a4.jpg, 1, 0, 0, 0
Normal-436-_jpg.rf.abfc8863264d2b183f40b537f6a746cf.jpg, 0, 1, 0, 0
Normal-3739-_jpg.rf.abfe2a7c4383bb2877bd963ff062a212.jpg, 0, 1, 0, 0
Normal-1373-_jpg.rf.ac0024c6eea8dc5ff57111e732bd1181.jpg, 0, 1, 0, 0
Cyst-2506-_jpg.rf.abfe73c6f835c618ad7361c5a7ddba25.jpg, 1, 0, 0, 0
Normal-3674-_jpg.rf.ac05477a7181882ae53b5c970a217f02.jpg, 0, 1, 0, 0
Cyst-3173-_jpg.rf.ac07f4431ac7aa69d394926720c6dfb8.jpg, 1, 0, 0, 0
Cyst-3024-_jpg.rf.ac18f86a0126655e27c3d39e84b8aefa.jpg, 1, 0, 0, 0
Normal-3285-_jpg.rf.ac1c25fe6ada27ec99d10087eadc81e6.jpg, 0, 1, 0, 0
Cyst-735-_jpg.rf.ac1e8ef647060643e96f88e930b42aab.jpg, 1, 0, 0, 0
Tumor-531-_jpg.rf.ac0fc079299eceab88c55e901dabbf46.jpg, 0, 0, 0, 1
Normal-1885-_jpg.rf.ac205ceb5553a4e1aeacccae5b1f666f.jpg, 0, 1, 0, 0
Tumor-2006-_jpg.rf.ac2523de17e9548bb4c553f034c94b09.jpg, 0, 0, 0, 1
Normal-227-_jpg.rf.ac26f60f545b8e83c2db74f15407878f.jpg, 0, 1, 0, 0
Stone-515-_jpg.rf.ac28ba33a6844092615c78bdd777c56b.jpg, 0, 0, 1, 0
Normal-4242-_jpg.rf.ac2b4ea3a2495521eaa54a146255cd61.jpg, 0, 1, 0, 0
Normal-2888-_jpg.rf.ac2d0b4b7538314a483ee484f6850b70.jpg, 0, 1, 0, 0
Stone-1325-_jpg.rf.ac2f57da7459975fd6a12f96e4a6cf89.jpg, 0, 0, 1, 0
Normal-4417-_jpg.rf.ac2e2370156293ac0876d40528871cbc.jpg, 0, 1, 0, 0
Tumor-2048-_jpg.rf.ac2f6be55ad63714cedffb157e7eb0a9.jpg, 0, 0, 0, 1
Tumor-1163-_jpg.rf.ac2fc003c94b2c40671083c597ee142d.jpg, 0, 0, 0, 1
Cyst-124-_jpg.rf.ac2fe6bf00d104f7c7739f931eee55be.jpg, 1, 0, 0, 0
Cyst-2414-_jpg.rf.ac33e37cdac63f8106208018be4cba9a.jpg, 1, 0, 0, 0
Cyst-747-_jpg.rf.ac320b1e5da574850ed66788e155eafb.jpg, 1, 0, 0, 0
Tumor-956-_jpg.rf.ac301364aa7cda7828e090f5b3e1bf11.jpg, 0, 0, 0, 1
Tumor-606-_jpg.rf.ac3548ec42813641644e7de26c43ad5d.jpg, 0, 0, 0, 1
Stone-1179-_jpg.rf.ac38772c86c3873e168b3a887de7cc13.jpg, 0, 0, 1, 0
Cyst-2000-_jpg.rf.ac37058bec20a0af8188e950ca5c380d.jpg, 1, 0, 0, 0
Normal-2044-_jpg.rf.ac3d744fd0796e00ac8e674edf46a738.jpg, 0, 1, 0, 0
Cyst-518-_jpg.rf.ac40094c3f12cd2ae4d7a517a4106982.jpg, 1, 0, 0, 0
Tumor-221-_jpg.rf.ac3e028a124fd66276069160b90d98c8.jpg, 0, 0, 0, 1
Cyst-1200-_jpg.rf.ac4ad68e5a8e10135d35efc1d7c05db5.jpg, 1, 0, 0, 0
Cyst-2223-_jpg.rf.ac4e6d96bcd737410b38219ffe899fef.jpg, 1, 0, 0, 0
Normal-3874-_jpg.rf.ac4f99af24dd29a1e013930997beeffc.jpg, 0, 1, 0, 0
Normal-3708-_jpg.rf.ac58f371dff1d23a2ac612faac05d65c.jpg, 0, 1, 0, 0
Normal-955-_jpg.rf.ac3dc42691a98c0f92f837cc18e65b1c.jpg, 0, 1, 0, 0
Tumor-910-_jpg.rf.ac4c70129fbe774c8c9d7203dfc082c1.jpg, 0, 0, 0, 1
Tumor-2096-_jpg.rf.ac5a20b270ae0754b1a92f704b6f86eb.jpg, 0, 0, 0, 1
Stone-383-_jpg.rf.ac665dc1c624ded46b0f26c2d37f3b41.jpg, 0, 0, 1, 0
Tumor-856-_jpg.rf.ac5b1fc7f132bc770db310421fd5cea6.jpg, 0, 0, 0, 1
Normal-3261-_jpg.rf.ac5fd02921dc7663de9c75fc929edf73.jpg, 0, 1, 0, 0
Tumor-1523-_jpg.rf.ac6994a25a4288b12b5ced36dbe45b15.jpg, 0, 0, 0, 1
Normal-4711-_jpg.rf.ac6db9b34c4cfdb198cc16c52592492e.jpg, 0, 1, 0, 0
Normal-2575-_jpg.rf.ac7a0d8421b663c7a2cca7717d7ef246.jpg, 0, 1, 0, 0
Normal-2521-_jpg.rf.ac72e000a41060e349e4cf80924eaa74.jpg, 0, 1, 0, 0
Normal-3874-_jpg.rf.ac8343362f1a2c11f243b9470a03d7ee.jpg, 0, 1, 0, 0
Cyst-2751-_jpg.rf.ac7f1e0187e959bc24320e0c638432ac.jpg, 1, 0, 0, 0
Cyst-385-_jpg.rf.ac85aec6911eca2771deb66daf48285f.jpg, 1, 0, 0, 0
Normal-4066-_jpg.rf.ac8661e6a99f4d65ee4a543c615fb9ad.jpg, 0, 1, 0, 0
Normal-398-_jpg.rf.ac8b0d9bcba13eaffc35a0c70688f298.jpg, 0, 1, 0, 0
Cyst-1364-_jpg.rf.ac87080798e2d4040140f9c2efca292f.jpg, 1, 0, 0, 0
Cyst-1992-_jpg.rf.ac8e2e48949fbcef171dace18a6ff76d.jpg, 1, 0, 0, 0
Normal-2368-_jpg.rf.ac90a04c58e1daec5e970343fb2d2ee4.jpg, 0, 1, 0, 0
Cyst-539-_jpg.rf.ac914880a755a85526e4155cff8bea5a.jpg, 1, 0, 0, 0
Normal-4204-_jpg.rf.ac987f9ec9f63bc26a95b6d0409bf429.jpg, 0, 1, 0, 0
Normal-973-_jpg.rf.ac9272b3502560a5dd8644e946a47b28.jpg, 0, 1, 0, 0
Cyst-955-_jpg.rf.ac99bf43ad7b9ba2ac112308eebd9a5a.jpg, 1, 0, 0, 0
Cyst-2564-_jpg.rf.acab0efb3d3a44753cade8ef246a378e.jpg, 1, 0, 0, 0
Cyst-548-_jpg.rf.acab9fcc9d9eb55fd71bb69bf1d36543.jpg, 1, 0, 0, 0
Cyst-1626-_jpg.rf.aca3f6c1f9550d40dcfe3d9fba4ef184.jpg, 1, 0, 0, 0
Cyst-122-_jpg.rf.ac94ef3aab4bd973a393b5d1f8fc8e9e.jpg, 1, 0, 0, 0
Cyst-1584-_jpg.rf.acafe8a08e0f3f988b5aa31ac63823c3.jpg, 1, 0, 0, 0
Tumor-1461-_jpg.rf.acad20a425b85f57d87330b1456b88c6.jpg, 0, 0, 0, 1
Normal-2965-_jpg.rf.acb1f856b3463b498ee780ed6d549138.jpg, 0, 1, 0, 0
Normal-53-_jpg.rf.acb14a9f7466c2e7fed056a31f64e85d.jpg, 0, 1, 0, 0
Cyst-3497-_jpg.rf.acb9921e119df18a81443e19a46ff9ab.jpg, 1, 0, 0, 0
Normal-973-_jpg.rf.acc5268baafa97c4ff8a0a314d877322.jpg, 0, 1, 0, 0
Cyst-2735-_jpg.rf.acbf955c1a90da855e633a3882666a01.jpg, 1, 0, 0, 0
Stone-1236-_jpg.rf.acc2d58653a6290719a3a267fe90a19f.jpg, 0, 0, 1, 0
Normal-4907-_jpg.rf.acc59dcf9cabb01574dad34f5ba6833d.jpg, 0, 1, 0, 0
Normal-3734-_jpg.rf.acce0d703a05d67a945664f866bcd947.jpg, 0, 1, 0, 0
Tumor-2123-_jpg.rf.acca0ba460bec75b83f70127f7d7d4a0.jpg, 0, 0, 0, 1
Normal-5021-_jpg.rf.acc9acda4dcfafc7671c6c0cfa5e3e92.jpg, 0, 1, 0, 0
Cyst-3697-_jpg.rf.acd3971fcbb4ba5ce39373562f03669e.jpg, 1, 0, 0, 0
Cyst-169-_jpg.rf.ace534063c94da9a95adf5dc7a54887a.jpg, 1, 0, 0, 0
Cyst-2243-_jpg.rf.acd944b2ceba07d81ff85a9a335feb20.jpg, 1, 0, 0, 0
Tumor-443-_jpg.rf.ace0af3e9c75d092541d7b21062d89f3.jpg, 0, 0, 0, 1
Tumor-738-_jpg.rf.ace95ac2d8036d58a1a2fcbb70baf2ca.jpg, 0, 0, 0, 1
Tumor-755-_jpg.rf.acecb6f205cdf9290ea8a27bec6f35c8.jpg, 0, 0, 0, 1
Tumor-381-_jpg.rf.aced1a73dc1d2450a47896b4b227b02f.jpg, 0, 0, 0, 1
Cyst-1629-_jpg.rf.aced7dab41f66b3cf94896ed9efdd80b.jpg, 1, 0, 0, 0
Normal-2925-_jpg.rf.acf827e1be3e18d749bcac8f85359425.jpg, 0, 1, 0, 0
Cyst-3339-_jpg.rf.acef39b0c5d94175fb460804bd87c058.jpg, 1, 0, 0, 0
Cyst-3042-_jpg.rf.acfd0f4e1c974837b40b30130656bfcc.jpg, 1, 0, 0, 0
Cyst-1739-_jpg.rf.acf836abb011c7d56711f92d35a27b4f.jpg, 1, 0, 0, 0
Stone-276-_jpg.rf.ad0683bbf801ee837b8301cd9f1b6dae.jpg, 0, 0, 1, 0
Normal-2199-_jpg.rf.acffb7704abc361cdbc71fa17034afa8.jpg, 0, 1, 0, 0
Stone-513-_jpg.rf.ad0eb81112257453c368f35536bcc209.jpg, 0, 0, 1, 0
Stone-629-_jpg.rf.ad11a455a8b0e67b930fb6ef529cdf83.jpg, 0, 0, 1, 0
Cyst-2109-_jpg.rf.ad1ee58adde8fef00668bf60d06d207c.jpg, 1, 0, 0, 0
Normal-2699-_jpg.rf.ad1e415a8d0487422db32b0c38659726.jpg, 0, 1, 0, 0
Stone-99-_jpg.rf.ad187412aa9fae3bdd8dd0a4ef2628b9.jpg, 0, 0, 1, 0
Cyst-735-_jpg.rf.ad2eaa5fa69a1de662c314f0e4d51b3a.jpg, 1, 0, 0, 0
